,ts,td,pkt,byt,srcip,dstip,srcport,dstport,proto,type
97,1554198829880480.0,18.686614990234375,0.9842190742492676,60.90378189086914,3215393103,3215393278,41725,15474,UDP,blacklist
98,1554198835646144.0,8.368230819702148,0.980915904045105,62.15585708618164,3215393103,3215393278,54791,15405,UDP,blacklist
99,1554198837324768.0,66.35391998291016,1.1019344329833984,75.34032440185547,3215393103,3215393278,60557,1691,UDP,blacklist
100,1554198839868992.0,63.41300582885742,0.9784731864929199,61.012210845947266,3215393103,4009688825,53744,15372,UDP,blacklist
101,1554198842954368.0,66.69608306884766,0.9920692443847656,62.86961364746094,3215393103,3215393278,38087,15438,UDP,blacklist
102,1554198843061152.0,40.464813232421875,2.016967535018921,652.8779296875,3215393175,3215393213,38069,53,UDP,blacklist
103,1554198845124992.0,27.91183090209961,0.9919781684875488,62.69683074951172,3215393103,4009688825,55391,15443,UDP,blacklist
104,1554198846962240.0,0.0,0.9844377040863037,62.20713424682617,3215393103,3215393278,54579,15412,UDP,blacklist
105,1554198849886304.0,112.63299560546875,0.9739725589752197,63.14601135253906,3215393103,4009688825,60623,15425,UDP,blacklist
106,1554198851252512.0,0.0,1.9774892330169678,634.2484741210938,3215393175,3215393213,36394,53,UDP,blacklist
107,1554198852859520.0,45.766597747802734,0.9682300090789795,69.28662872314453,3215393041,3752264190,36962,15384,UDP,blacklist
108,1554198858747296.0,35.65547180175781,1.012758493423462,64.44559478759766,3215393103,3215393278,42183,15403,UDP,blacklist
109,1554198861931200.0,23.99761962890625,1.053804874420166,70.46418762207031,3215393103,3215393278,46553,5121,UDP,blacklist
110,1554198862859296.0,31.73200225830078,1.086010217666626,61.15172576904297,3215393175,3215393278,5131,5144,UDP,blacklist
111,1554198868403168.0,59.73036193847656,2.05815052986145,672.5696411132812,3215393218,2158448573,57308,53,UDP,blacklist
112,1554198868414720.0,31.96500587463379,1.9796454906463623,314.6009216308594,3215393175,3215393213,55301,53,UDP,blacklist
113,1554198882679520.0,9.205894470214844,2.677546501159668,1339.471435546875,3215393213,3215393213,51883,53,UDP,blacklist
114,1554198882684928.0,4.562452793121338,1.9705724716186523,651.7807006835938,3215393175,3215393213,47961,53,UDP,blacklist
115,1554198882729088.0,38.07718276977539,1.897965908050537,280.8976135253906,3215393175,3215393213,50645,123,UDP,blacklist
116,1554198897490240.0,44.999961853027344,1.8347163200378418,403.3086853027344,3215393218,3215393077,42919,123,UDP,blacklist
117,1554198897505024.0,83.57020568847656,1.9780573844909668,643.6693725585938,3215393175,3215393213,46776,53,UDP,blacklist
118,1554198903120704.0,87.99549102783203,2.0135610103607178,318.595458984375,3215393175,3215393213,51650,53,UDP,blacklist
119,1554198903154688.0,57.965328216552734,0.9838961362838745,59.037208557128906,3215393127,3215393278,37485,15477,UDP,blacklist
120,1554198908981248.0,110.49728393554688,0.9771066904067993,62.09366989135742,3215393103,3215393278,39562,15462,UDP,blacklist
121,1554198915989888.0,132.36276245117188,1.0414235591888428,68.87356567382812,3215393103,3215393278,35455,5155,UDP,blacklist
122,1554198924901440.0,107.60462951660156,1.9904160499572754,314.36279296875,3215393175,3215393213,54555,53,UDP,blacklist
123,1554198939613696.0,108.08544158935547,10.119281768798828,2768.277099609375,3215393175,3215393213,39286,53,UDP,blacklist
124,1554198940272128.0,21.51161003112793,2.0054872035980225,634.1724853515625,3215393175,3215393213,34528,53,UDP,blacklist
125,1554198943624960.0,16.814964294433594,1.9804682731628418,309.8411865234375,3215393175,3215393469,38794,53,UDP,blacklist
126,1554198958614528.0,0.0,1.9853763580322266,544.7946166992188,3215393175,3217686973,41758,53,UDP,blacklist
127,1554198958641664.0,102.0634536743164,1.9972679615020752,321.1727294921875,3215393175,3215393213,38958,53,UDP,blacklist
128,1554198966709568.0,82.70406341552734,1.9938206672668457,275.34228515625,3215393218,3215393213,46202,53,UDP,blacklist
129,1554198982766272.0,71.50849914550781,3.416412353515625,873.0866088867188,3215393156,3204448506,5130,5189,UDP,blacklist
130,1554198982872704.0,62.50704574584961,2.0038414001464844,635.5960083007812,3215393175,3215393213,36403,53,UDP,blacklist
131,1554198997395328.0,60.47486114501953,2.755957841873169,1504.191162109375,3215393175,3215393213,52568,53,UDP,blacklist
132,1554199012263104.0,93.72872924804688,1.9964876174926758,321.2467956542969,3215393175,3215393213,49596,53,UDP,blacklist
133,1554199012309056.0,0.0,1.9905726909637451,630.205078125,3215393175,3215393213,37731,53,UDP,blacklist
134,1554199013619072.0,18.202444076538086,1.9438371658325195,643.3777465820312,3215393175,3215393213,57230,53,UDP,blacklist
135,1554199028740032.0,68.1467514038086,1.976015329360962,651.3963623046875,3215393175,3215393213,51912,53,UDP,blacklist
136,1554199028770496.0,72.07240295410156,1.9999959468841553,317.1531066894531,3215393175,3215393213,53168,53,UDP,blacklist
137,1554199028792704.0,87.50765991210938,1.982816457748413,306.9394836425781,3215393175,3215393213,51451,53,UDP,blacklist
138,1554199028813760.0,78.89588928222656,2.004446029663086,327.2750549316406,3215393156,3215393278,137,137,UDP,blacklist
139,1554199029657280.0,29.625993728637695,0.99043869972229,398.9021911621094,3215393216,3215393213,5127,53,UDP,blacklist
140,1554199029701312.0,8.358494758605957,1.9878520965576172,3068.263427734375,3215393175,3215393213,35452,53,UDP,blacklist
141,1554199029714816.0,105.85110473632812,1.0033624172210693,59.013336181640625,3215393103,3992977658,36068,1681,UDP,blacklist
142,1554199030864768.0,0.0,6.181735992431641,3209.531982421875,3215393070,4009688825,58009,15379,UDP,blacklist
143,1554199031097856.0,13.98859691619873,1.9764962196350098,306.6632385253906,3215393175,3215393213,50298,53,UDP,blacklist
144,1554199032260864.0,109.40522766113281,1.000704288482666,64.73953247070312,3215393103,3215393278,50108,15478,UDP,blacklist
145,1554199033814144.0,0.0,5.456682205200195,1448.5677490234375,3215393103,3741319420,57167,15479,UDP,blacklist
146,1554199037546752.0,25.4382381439209,3.6276822090148926,671.0101928710938,3215393103,4009688825,60451,15451,UDP,blacklist
147,1554199038788352.0,0.0,2.1037161350250244,512.715087890625,3215393175,1537694150,61314,53,UDP,blacklist
148,1554199038854720.0,119.96200561523438,1.9319961071014404,285.9776306152344,3215393175,3215393213,39834,123,UDP,blacklist
149,1554199052611904.0,0.0,0.9602210521697998,60.031410217285156,3215393213,3215393213,60612,53,UDP,blacklist
150,1554199053901696.0,6.87767219543457,1.9285998344421387,292.4266662597656,3215393175,3215393213,34015,53,UDP,blacklist
151,1554199068661312.0,29.322547912597656,1.9753625392913818,313.23651123046875,3215393175,3215393213,54743,53,UDP,blacklist
152,1554199082545536.0,69.19149780273438,1.9750590324401855,631.559814453125,3215393175,3215393213,44112,53,UDP,blacklist
153,1554199082583104.0,100.50424194335938,2.002467393875122,631.8234252929688,3215393175,3215393213,38399,53,UDP,blacklist
154,1554199097428992.0,67.82598114013672,1.973327398300171,645.3348999023438,3215393175,3215393213,44854,53,UDP,blacklist
155,1554199120380992.0,67.70155334472656,1.9663467407226562,651.0679321289062,3215393175,3215393213,46494,53,UDP,blacklist
156,1554199129022720.0,88.93336486816406,1.9950528144836426,638.2763061523438,3215393175,3215393213,41590,53,UDP,blacklist
157,1554199143966400.0,73.29712677001953,1.9726457595825195,635.1041259765625,3215393175,3215393213,41579,53,UDP,blacklist
158,1554199159008896.0,83.2718734741211,1.9544432163238525,307.46954345703125,3215393175,3215393213,51172,53,UDP,blacklist
159,1554199170812096.0,79.86457061767578,1.934556484222412,921.0119018554688,3215393216,3741319418,137,137,UDP,blacklist
160,1554199181700928.0,0.0,2.0017359256744385,595.943115234375,3215393175,3215393213,5209,53,UDP,blacklist
161,1554199190822656.0,42.292137145996094,1.9746575355529785,623.3602294921875,3215393175,3215393213,41475,53,UDP,blacklist
162,1554199202948224.0,67.80726623535156,1.9822766780853271,642.9946899414062,3215393175,3215393213,42473,53,UDP,blacklist
163,1554199212076800.0,108.79409790039062,118.11124420166016,13098.6396484375,3215393175,886150594,47253,442,TCP,blacklist
164,1554199224490816.0,210.2169189453125,8.980457305908203,3209.04833984375,3215393156,3741319418,136,136,UDP,blacklist
165,1554199231320768.0,0.0,25.048921585083008,5986.33642578125,3215393273,3741319418,5149,5177,UDP,blacklist
166,1554199237610048.0,0.0,1.9066343307495117,296.4028015136719,3215393175,3215393213,43397,53,UDP,blacklist
167,1554199248141568.0,44.27521896362305,1.0116181373596191,374.22039794921875,3215393175,3215393213,35566,123,UDP,blacklist
168,1554199263524352.0,0.0,3.073444366455078,386.6228942871094,3215393127,3215393278,44946,5226,UDP,blacklist
169,1554199269425664.0,0.0,1.9296340942382812,651.0341186523438,3215393218,134744072,47848,53,UDP,blacklist
170,1554199291283776.0,63.64249038696289,1.9159257411956787,597.1019287109375,3215393175,3215393213,51018,123,UDP,blacklist
171,1554199302266496.0,46.04594802856445,1.9886157512664795,653.3248901367188,3215393175,3215393213,50106,53,UDP,blacklist
172,1554199303510016.0,0.0,1.9740521907806396,626.6009521484375,3215393175,3215393213,39932,53,UDP,blacklist
173,1554199316762752.0,0.0,1.9117958545684814,649.9793701171875,3215393175,3215393213,64569,53,UDP,blacklist
174,1554199318801024.0,29.466856002807617,1.9985337257385254,370.1385498046875,3215393217,3215393278,137,137,UDP,blacklist
175,1554199330747776.0,44.37578582763672,1.991844892501831,181.61474609375,3215393175,3215393213,50434,53,UDP,blacklist
176,1554199345682368.0,37.44873809814453,1.9434468746185303,637.0562133789062,3215393175,3215393213,49221,53,UDP,blacklist
177,1554199360792320.0,90.45235443115234,1.9675569534301758,1260.136474609375,3215393175,3215393213,58453,53,UDP,blacklist
178,1554199361631424.0,40.564453125,1.9749586582183838,305.97113037109375,3215393175,3215393213,57279,53,UDP,blacklist
179,1554199374266368.0,79.9737319946289,1.935804843902588,300.6730651855469,3215393175,3215393213,41284,53,UDP,blacklist
180,1554199389188160.0,68.42444610595703,1.9763574600219727,312.0259094238281,3215393175,3215393213,45999,53,UDP,blacklist
181,1554199389229632.0,85.57080078125,2.0439536571502686,370.886474609375,3215393218,3215393278,137,137,UDP,blacklist
182,1554199401813760.0,43.698211669921875,1.053736925125122,609.7135620117188,3215393216,3741319418,137,137,UDP,blacklist
183,1554199405911104.0,0.0,1.2186994552612305,498.1084289550781,3215393156,3204448506,5190,5211,UDP,blacklist
184,1554199409971328.0,8.882180213928223,1.9686708450317383,624.4356079101562,3215393175,3215393213,43619,53,UDP,blacklist
185,1554199420926080.0,17.004568099975586,2.0034544467926025,321.71533203125,3215393175,3215393213,42358,53,UDP,blacklist
186,1554199420950656.0,0.27327895164489746,1.9773509502410889,313.41845703125,3215393175,3215393213,52943,53,UDP,blacklist
187,1554199458904960.0,0.0,1.9753975868225098,316.78753662109375,3215393175,3215393213,35438,53,UDP,blacklist
188,1554199460619136.0,73.93440246582031,1.9635887145996094,281.1542053222656,3215393175,3215393213,44245,53,UDP,blacklist
189,1554199460643712.0,121.8632583618164,0.918108344078064,98.60704803466797,3215393175,3215393213,58136,53,UDP,blacklist
190,1554199475534848.0,22.564132690429688,0.9385265111923218,396.0872802734375,3215393175,3215393213,52913,53,UDP,blacklist
191,1554199484186624.0,96.05668640136719,1.989475965499878,316.99566650390625,3215393175,3215393213,55621,53,UDP,blacklist
192,1554199484200576.0,75.3987808227539,1.8989365100860596,279.2375793457031,3215393175,3215393213,42589,123,UDP,blacklist
193,1554199484202880.0,80.1114273071289,1.9676477909088135,306.6617736816406,3215393175,3215393213,54759,53,UDP,blacklist
194,1554199499106560.0,77.03121185302734,1.9862489700317383,319.8178405761719,3215393175,3215393213,38142,53,UDP,blacklist
195,1554199499140096.0,67.44985961914062,1.9932832717895508,667.3431396484375,3215393175,3215393213,55254,53,UDP,blacklist
196,1554199499170048.0,87.22206115722656,1.9850819110870361,650.8310546875,3215393175,3215393213,54412,53,UDP,blacklist
197,1554199510387584.0,98.16941833496094,1.060469388961792,51.78813171386719,3215393215,3215393278,31619,5139,UDP,blacklist
198,1554199518082304.0,66.83885192871094,1.983964204788208,313.0074768066406,3215393175,3215393213,35662,53,UDP,blacklist
199,1554199518147584.0,97.28193664550781,1.9702677726745605,658.6687622070312,3215393175,3215393213,60777,53,UDP,blacklist
200,1554199533062400.0,101.95108032226562,1.9825208187103271,305.9957275390625,3215393175,3215393213,58230,53,UDP,blacklist
201,1554199534167296.0,72.51905059814453,1.9589135646820068,308.4283142089844,3215393175,3215393213,54435,53,UDP,blacklist
202,1554199548853248.0,54.55610656738281,1.9945812225341797,311.4709777832031,3215393175,3215393213,43352,53,UDP,blacklist
203,1554199550160000.0,101.39520263671875,1.0298092365264893,77.17293548583984,3215393070,3758030585,51410,5193,UDP,blacklist
204,1554199551568768.0,101.2587890625,14.810295104980469,2935.650634765625,3215393156,3741319418,5221,5228,UDP,blacklist
205,1554199553855360.0,26.256540298461914,18.564197540283203,12652.259765625,3215393156,3204448506,5136,5174,UDP,blacklist
206,1554199553897216.0,0.0,2.009204149246216,660.9194946289062,3215393175,3215393213,50661,53,UDP,blacklist
207,1554199566839168.0,0.0,1.0183660984039307,123.68736267089844,3215393175,1539070406,33701,123,UDP,blacklist
208,1554199566932352.0,4.522388458251953,1.9706268310546875,630.3667602539062,3215393175,3215393213,42419,53,UDP,blacklist
209,1554199575158144.0,19.336923599243164,0.8954205513000488,271.3653564453125,3215393175,3215443298,49720,53,UDP,blacklist
210,1554199576747776.0,12.491057395935059,1.9477479457855225,301.61865234375,3215393175,3215393213,58316,53,UDP,blacklist
211,1554199577684224.0,66.52802276611328,1.9674310684204102,215.37884521484375,3215393175,3215393213,45877,53,UDP,blacklist
212,1554199577688832.0,0.0,1.947572946548462,312.20013427734375,3215393175,3215393213,35324,53,UDP,blacklist
213,1554199577691776.0,49.60639572143555,1.0237231254577637,94.16230010986328,3215393213,3623485885,34412,53,UDP,blacklist
214,1554199593145728.0,86.57056427001953,1.9749891757965088,308.9217834472656,3215393175,3215393213,51700,53,UDP,blacklist
215,1554199593218304.0,107.43639373779297,0.9662352800369263,241.6123809814453,3215393215,1539071746,5155,53,UDP,blacklist
216,1554199593243904.0,139.0872039794922,2.0082478523254395,324.2965087890625,3215393175,3215393213,33419,53,UDP,blacklist
217,1554199593252736.0,57.75216293334961,0.8993072509765625,95.00104522705078,3215393175,3215393213,45692,53,UDP,blacklist
218,1554199593394816.0,123.19141387939453,10.700963973999023,13144.970703125,3215393175,221763113,37453,53,TCP,blacklist
219,1554199593450752.0,58.29396057128906,2.0110998153686523,541.392822265625,3215393175,3215393213,42691,53,UDP,blacklist
220,1554199596089344.0,42.46650695800781,3.2669124603271484,534.3548583984375,3215393025,4009688825,42129,15368,UDP,blacklist
221,1554199599927040.0,0.0,1.0532770156860352,87.964111328125,3215393041,3215393278,38998,1689,UDP,blacklist
222,1554199603703040.0,33.83301544189453,0.9419209957122803,139.3815460205078,3215393041,3741319418,5172,5129,UDP,blacklist
223,1554199610567168.0,0.0,1.8783628940582275,316.3438720703125,3215393175,3215393213,49338,53,UDP,blacklist
224,1554199611970944.0,27.80915641784668,2.0240702629089355,328.979736328125,3215393175,3215393213,49400,53,UDP,blacklist
225,1554199617237376.0,30.354772567749023,2.0044548511505127,317.9399108886719,3215393175,3215393213,51073,53,UDP,blacklist
226,1554199624013312.0,0.0,1.973581075668335,313.8268127441406,3215393175,3215393213,60770,53,UDP,blacklist
227,1554199632131968.0,51.66379928588867,1.9628937244415283,306.0271911621094,3215393175,3215393213,56359,53,UDP,blacklist
228,1554199632158336.0,97.42866516113281,1.9952213764190674,317.4261169433594,3215393175,3215393213,39910,53,UDP,blacklist
229,1554199647142784.0,97.54737091064453,1.9871726036071777,312.0133361816406,3215393175,3215393213,47323,53,UDP,blacklist
230,1554199647182208.0,79.99897766113281,1.9774086475372314,632.7734985351562,3215393175,3215393213,42086,53,UDP,blacklist
231,1554199655966208.0,104.15969848632812,0.986398458480835,58.9718017578125,3215393127,3215393278,58634,15449,UDP,blacklist
232,1554199672491136.0,108.04447937011719,1.0085422992706299,74.87199401855469,3215393103,3741319419,37246,1719,UDP,blacklist
233,1554199679650816.0,92.60392761230469,1.9899194240570068,620.145751953125,3215393175,3215393213,32821,53,UDP,blacklist
234,1554199681259648.0,112.1915512084961,1.0791847705841064,74.02172088623047,3215393103,3215393278,40089,3440,UDP,blacklist
235,1554199693172224.0,53.9198112487793,1.9915192127227783,1145.1214599609375,3215393175,3215393213,54506,53,UDP,blacklist
