srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,label,type
3232235847,3232235855,50249,57596,TCP,1554198358000000.0,0.1264235192925658,2.0,346.0,0,normal
3232235964,3236188105,44949,44650,UDP,1554198358000000.0,0.034254809693388566,1.0,1038.0,0,normal
1940390296,220434453,57188,35553,TCP,1554198358000000.0,55586.676762891686,18884.0,2444721.0,0,normal
3265790360,220435029,58190,62409,TCP,1554198358000000.0,1.7806859602818017,2.0,1961.0,0,normal
3265790360,220434997,16997,35553,TCP,1554198358000000.0,126.50242666795154,246.0,166462.0,0,normal
3265790360,220434997,37159,35553,TCP,1554198358000000.0,8.90604687993564,11.0,37540.0,0,normal
3232235975,3232235855,50998,49177,TCP,1554198358000000.0,1.1420982807023194,6.0,2375.0,0,normal
3232235975,3232235855,50249,0,TCP,1554198358000000.0,0.08549990330777724,2.0,1483.0,0,normal
3265790232,220435029,58190,63689,ICMP,1554198358000000.0,0.6747263495875624,1.0,728.0,0,normal
3232235964,3236188105,27113,38245,UDP,1554198358000000.0,0.04423226562666671,1.0,2786.0,0,normal
3265790360,153326133,55483,54790,TCP,1554198358000000.0,42298.8415774185,7520.0,2026018.0,0,normal
3265790360,220435033,55483,52954,TCP,1554198358000000.0,0.5873124372479661,2.0,440.0,0,normal
3265790360,220434999,39315,35553,TCP,1554198358000000.0,3246.67945541211,61.0,655235.0,0,normal
938530243,1959955477,54261,38009,TCP,1554198358000000.0,22893.284501071157,21638.0,994843.0,0,normal
3232235847,3232235855,22962,42158,TCP,1554198358000000.0,0.05809743080075469,4.0,468.0,0,normal
27853236,3225702281,14168,53440,ICMP,1554198358000000.0,88.82118326036095,344.0,9316344.0,0,normal
3232235966,3236188105,44015,48383,UDP,1554198358000000.0,0.007932454421244241,1.0,93.0,0,normal
1135083928,162762772,44619,52916,TCP,1554198358000000.0,540.5729052609835,120.0,28501.0,0,normal
3232235964,3236188105,14168,56904,UDP,1554198358000000.0,0.006814775138506146,1.0,5434.0,0,normal
3265790232,220435029,55483,52916,TCP,1554198358000000.0,323.11849378311786,66.0,90844.0,0,normal
3232235964,3236188105,44949,38856,UDP,1554198358000000.0,0.02708921216698501,1.0,968.0,0,normal
3232235966,3236188105,44015,44650,UDP,1554198358000000.0,0.011187554494223706,1.0,149.0,0,normal
3265790360,220435029,55483,62409,TCP,1554198358000000.0,0.3166424279246205,1.0,328.0,0,normal
1061208216,400528405,38002,38793,TCP,1554198358000000.0,41942.78669720612,10974.0,3389841.0,0,normal
1118306584,220435061,55483,52916,TCP,1554198358000000.0,13027.8662058172,1965.0,329890.0,0,normal
3232235964,3236188105,14168,38245,UDP,1554198358000000.0,0.0101356475681873,2.0,6535.0,0,normal
3265790232,220435029,55483,54790,TCP,1554198358000000.0,5521.498913347166,74.0,272465.0,0,normal
3232235964,3236188105,14168,43594,UDP,1554198358000000.0,0.02095733512513687,1.0,519.0,0,normal
1118306584,220434997,16997,33824,TCP,1554198358000000.0,83.40665910155194,91.0,137454.0,0,normal
3232235975,3232235855,49646,9197,TCP,1554198358000000.0,7.792384630904065,273.0,58700.0,0,normal
3232235964,3236188105,27113,55859,ICMP,1554198358000000.0,0.4589451149688813,6.0,133912.0,0,normal
3232235975,3232235855,50608,68,TCP,1554198358000000.0,0.5037669827720428,2.0,1519.0,0,normal
3232235964,3236188105,44015,44650,UDP,1554198358000000.0,0.0008455927383275164,1.0,202.0,0,normal
1403519384,398431252,51598,38793,TCP,1554198358000000.0,0.7684213767202874,26.0,2786.0,0,normal
3265790360,220434965,55483,50751,TCP,1554198358000000.0,4220.5167147416605,16406.0,3193699.0,0,normal
3232235964,3236188105,14168,34803,UDP,1554198358000000.0,0.012348452166262236,1.0,914.0,0,normal
3232235964,3236188105,44015,41278,UDP,1554198358000000.0,0.011253933838377472,1.0,134.0,0,normal
3232235964,3236188105,36430,40570,UDP,1554198358002482.5,0.035453050946284925,1.0,1446.0,0,normal
3232235847,3232235855,51403,8001,TCP,1554198358002482.5,0.986285278402666,5.0,3884.0,0,normal
3232235847,3232235855,32968,123,TCP,1554198358002482.5,0.07246780115132577,2.0,286.0,0,normal
3265790364,224596569,47051,15600,TCP,1554198358002482.5,0.7635591231892793,3.0,3805.0,0,normal
3265790360,220435005,37159,35553,TCP,1554198358004965.0,1.1382414147682829,3.0,834.0,0,normal
3240624447,3232235672,49308,55863,TCP,1554198358004965.0,1.0397360203432924,8.0,2574.0,0,normal
1058516412,224630289,17697,50530,TCP,1554198358004965.0,8.68181352622603,3.0,21740.0,0,normal
3265790403,220430864,55483,50741,TCP,1554198358007447.5,25147.30027863849,33564.0,1422319.0,0,normal
3232235975,3232235855,22753,9197,TCP,1554198358009930.0,1.4692580130023667,18.0,74390.0,0,normal
1403519384,385848340,51598,38793,TCP,1554198358010384.8,13659.29039984028,1037.0,128006.0,0,normal
3232235847,3232235855,41304,1900,TCP,1554198358012412.5,0.19742919434367034,2.0,579.0,0,normal
3232235964,3236188105,14168,49643,UDP,1554198358012412.5,0.0448094154146601,2.0,15968.0,0,normal
3232235847,3232235855,51403,1900,ICMP,1554198358012412.5,1.1021854717606645,4.0,7160.0,0,normal
3232235975,3232235855,49646,8001,TCP,1554198358014895.0,0.5722927731636249,12.0,45985.0,0,normal
3265790360,220434965,44384,50671,TCP,1554198358014895.0,0.2101312549501988,1.0,980.0,0,normal
3232235847,3232235855,51403,1900,TCP,1554198358014895.0,0.25527940177567565,2.0,542.0,0,normal
3232235971,3299344735,59454,1880,TCP,1554198358014895.0,0.23601128673200544,6.0,864.0,0,normal
3265790360,220434960,55483,35553,TCP,1554198358017377.5,7574.884909390756,4044.0,553264.0,0,normal
1671954712,220435061,37159,35553,TCP,1554198358019860.0,34.261050935407354,83.0,119969.0,0,normal
3232268739,3567944029,59454,52062,TCP,1554198358024825.0,0.17997139163541442,12.0,1758.0,0,normal
3232235847,3232235855,21268,123,TCP,1554198358027307.5,0.040890514831103175,2.0,487.0,0,normal
3232301500,224597241,59106,37195,ICMP,1554198358027307.5,35951.684752869995,433.0,409180.0,0,normal
3232235847,3232235855,51403,15600,UDP,1554198358034755.0,0.3230594840507561,2.0,3997.0,0,normal
1374192064,1972538389,53968,38650,TCP,1554198358037237.5,9.67772548761683,418.0,208302.0,0,normal
3232235855,3232236031,39980,15600,UDP,1554198358037237.5,0.0012154679390472545,1.0,52.0,0,normal
3232235964,3236188105,27113,55859,UDP,1554198358039720.0,0.7016342828504231,2.0,3483.0,0,normal
3232235964,3236188105,52830,55859,UDP,1554198358046959.0,0.061814854081619915,1.0,9176.0,0,normal
3232235847,3232235855,41304,1900,UDP,1554198358047167.5,0.07951778529227882,2.0,188.0,0,normal
3232235855,3232236031,7967,15600,UDP,1554198358052132.5,0.004917325968916808,1.0,55.0,0,normal
3232235975,3232235855,22753,8001,TCP,1554198358057097.5,0.027666623235997667,3.0,552.0,0,normal
1101562307,1976731677,25814,38650,TCP,1554198358064545.0,0.3512457929789565,8.0,693.0,0,normal
3232235855,3232236031,47458,15600,UDP,1554198358067027.5,0.003949730353110192,1.0,57.0,0,normal
3232235971,3299344719,53443,1880,TCP,1554198358071992.5,5.544704128575847,36.0,434197.0,0,normal
3232235855,3232236031,35590,15600,UDP,1554198358076957.5,0.008764274754436974,1.0,87.0,0,normal
3232235855,3232236031,57435,15600,UDP,1554198358084405.0,0.004474026332811798,1.0,57.0,0,normal
1369997763,1972537373,25814,38650,TCP,1554198358104265.2,1.9386568628519765,45.0,18975.0,0,normal
3232235971,3232235855,40658,80,TCP,1554198358106747.8,1.294641870522323,19.0,2685.0,0,normal
3232235964,3504623561,27113,47221,UDP,1554198358124125.2,0.056836509687706815,2.0,1155.0,0,normal
3265790360,220435061,39315,50088,TCP,1554198358136537.8,8.825419363112681,15.0,31394.0,0,normal
3265790232,153326197,58190,54790,TCP,1554198358147483.8,0.7369410572073778,2.0,182.0,0,normal
3518538051,3567911263,55465,1880,TCP,1554198358168810.2,0.33299744292361555,18.0,4270.0,0,normal
3232235964,3236188105,52830,47221,UDP,1554198358178740.2,0.3468281121771384,2.0,35559.0,0,normal
3265790232,220434997,44384,52916,TCP,1554198358212311.5,0.28542890852524794,1.0,84.0,0,normal
3232235928,161714196,16997,42509,TCP,1554198358215977.8,1.2094520569060054,5.0,1536.0,0,normal
3232235964,224597241,47720,57775,TCP,1554198358218460.2,0.4223482695838008,2.0,431.0,0,normal
1402995096,225116928,40075,56021,TCP,1554198358218460.2,37584.92760586582,16974.0,117495.0,0,normal
334004675,1972537365,56669,38650,TCP,1554198358248250.2,6773.596634192494,3523.0,825082.0,0,normal
3265790361,220434964,55483,35553,TCP,1554198358258180.5,8346.418264275908,485.0,66195.0,0,normal
3232301397,710219497,38720,63185,ICMP,1554198358268110.5,22172.62887025437,28560.0,558417.0,0,normal
3232235928,220435007,39315,35553,TCP,1554198358268110.5,8115.32521319487,78.0,86287.0,0,normal
3232235855,3232236031,44583,15600,UDP,1554198358287970.5,0.019396377198763082,1.0,75.0,0,normal
1369997763,1976731677,56669,38650,TCP,1554198358307830.5,802.7643882702125,1745.0,1081848.0,0,normal
3265790360,220434965,44384,50671,TCP,1554198358349224.8,0.5976716641903514,2.0,582.0,0,normal
3232235847,3232235855,49646,80,TCP,1554198358364928.0,0.5283190010333079,5.0,2358.0,0,normal
3265790360,220434965,55483,43960,TCP,1554198358404648.0,499.9669266293512,6.0,21621.0,0,normal
3232235975,3232235855,49646,8,TCP,1554198358419543.0,0.052107183702349236,2.0,590.0,0,normal
1101562307,1964148765,44881,38152,TCP,1554198358479123.2,58315.95933155728,23927.0,1246876.0,0,normal
3265790403,224592656,55483,35553,TCP,1554198358502153.0,2622.479593774395,7736.0,236390.0,0,normal
3232235855,3232236031,59528,15600,UDP,1554198358503948.2,0.006092254956598264,1.0,61.0,0,normal
3232235855,3232236031,41612,15600,UDP,1554198358533738.2,0.005309795722811206,1.0,58.0,0,normal
3232235928,220303935,45434,50088,TCP,1554198358571327.0,10722.552120700573,260.0,24518.0,0,normal
1002996120,496473173,36706,35553,TCP,1554198358666219.2,21586.329609214674,21838.0,18464786.0,0,normal
1062720920,364090453,50670,38793,TCP,1554198358732109.0,42295.66425957889,5884.0,3838007.0,0,normal
3232235855,3232236031,59534,15600,UDP,1554198358734821.0,0.01426405081158788,1.0,200.0,0,normal
597754307,225116928,44057,50741,TCP,1554198358789436.2,37103.541211404685,115979.0,1598321.0,0,normal
3232498110,2151612981,38375,48723,UDP,1554198358886253.8,0.032919192829265136,1.0,1873.0,0,normal
3232498110,2151612981,38375,15003,UDP,1554198358891218.8,0.027163238916252608,1.0,826.0,0,normal
3232235855,3232236031,41104,15600,UDP,1554198358901148.8,0.002832395558641787,1.0,55.0,0,normal
3223847271,3232235672,41055,55863,TCP,1554198359020309.0,2909.070176211968,9701.0,52120.0,0,normal
3265331651,225117057,64450,52982,TCP,1554198359040169.0,14711.954050707991,3880.0,183391.0,0,normal
1655177624,225116945,55483,40566,TCP,1554198359094784.0,4.008608483242203,14.0,10880.0,0,normal
3232235855,3232236031,46298,15600,UDP,1554198359213944.2,0.00772750485628637,1.0,54.0,0,normal
3232235971,729126637,59863,56206,TCP,1554198359392684.5,1.9346553896335128,269.0,15966.0,0,normal
1369997763,1976731677,62006,38650,TCP,1554198359472124.8,2380.5225330222256,2156.0,309599.0,0,normal
3232235847,3232235855,32968,5355,TCP,1554198359509362.2,0.033893368847054406,1.0,84.0,0,normal
3232235975,3232235855,51403,5355,TCP,1554198359536669.8,1.7712086038153665,5.0,1365.0,0,normal
3232235847,3232235855,52663,1900,UDP,1554198359645900.0,0.014362894726630325,1.0,166.0,0,normal
1135083928,385848340,51598,35553,TCP,1554198359650865.0,114.1969800839302,101.0,467345.0,0,normal
3232235969,220371519,16997,35553,TCP,1554198359752647.5,0.1995647108429464,2.0,485.0,0,normal
3232235847,3232235887,51403,15600,UDP,1554198359829605.2,0.0173175496229947,1.0,109.0,0,normal
3232235975,3232235855,22962,9197,TCP,1554198359835024.2,0.5719826427238315,4.0,2461.0,0,normal
3265790360,220434961,44384,51733,TCP,1554198360003380.5,1.8141345810297147,1.0,761.0,0,normal
1061340312,1436456021,59454,28031,TCP,1554198360144883.2,12365.503804832813,57013.0,11000437.0,0,normal
3240624447,3232235672,41055,55863,TCP,1554198360293833.2,33194.55473930155,73362.0,1874168.0,0,normal
937985475,1976732693,56669,38152,TCP,1554198360487468.8,107.85195368212143,1143.0,192150.0,0,normal
3232235971,3249013144,39287,42699,TCP,1554198360524706.2,0.08793890720597286,2.0,124.0,0,normal
1403519425,231445524,47032,35553,TCP,1554198360584286.2,5418.321802027305,678.0,34133.0,0,normal
3232235847,3232235855,36047,1900,UDP,1554198360795299.0,0.02496244284392435,1.0,150.0,0,normal
3265790232,220435029,55483,54790,TCP,1554198361204196.8,14758.695160708003,1195.0,1689300.0,0,normal
3232235855,3232236031,38225,15600,UDP,1554198361222289.8,0.0035258726147961994,1.0,59.0,0,normal
3232235855,3232236031,38573,15600,UDP,1554198361289317.2,0.0015746350479004525,1.0,54.0,0,normal
1135083928,385848340,51598,35553,TCP,1554198361656843.5,4273.934538187708,4211.0,4241276.0,0,normal
3240624511,3232235672,41055,55863,TCP,1554198361967040.8,3.615169570435879,10.0,3337.0,0,normal
1403519384,398431252,51598,38793,TCP,1554198362102250.5,0.06670728021947459,1.0,56.0,0,normal
3232235855,3232236031,51932,15600,UDP,1554198362103578.5,0.02444963729218297,1.0,159.0,0,normal
3232235928,220435029,39315,1880,TCP,1554198362297213.8,19.73597887599194,9.0,13273.0,0,normal
3232235855,3232235855,60579,15600,UDP,1554198362632351.8,0.02580068146547365,1.0,86.0,0,normal
939038147,886212629,54261,38152,TCP,1554198362731652.0,1252.8054737923728,4817.0,649513.0,0,normal
3232235966,2151612981,38375,15003,UDP,1554198362845847.2,0.04131042283109543,1.0,935.0,0,normal
3232235855,3232236031,25461,15600,UDP,1554198362935217.2,0.002946075288689176,1.0,63.0,0,normal
3232235855,3232236031,2596,15600,UDP,1554198363051895.0,0.0069404904906420475,1.0,52.0,0,normal
3265790360,220434965,55483,50751,TCP,1554198363090597.5,49179.363805024186,76672.0,18491630.0,0,normal
3232235855,3232236031,58029,15600,UDP,1554198363138782.5,0.006215373127443691,1.0,50.0,0,normal
3232235855,3232236031,48769,15600,UDP,1554198363257942.8,0.0044366403698472565,1.0,65.0,0,normal
3232235855,3232236031,57814,15600,UDP,1554198363285250.2,0.007265924250747791,1.0,119.0,0,normal
1061487051,225116929,44057,58702,TCP,1554198363429235.5,3.258387305420824,8.0,2980.0,0,normal
3232235971,3904705007,45524,47290,TCP,1554198363493780.5,6.1796071116478375,260.0,7541.0,0,normal
3232235964,3236188105,27113,47221,UDP,1554198363573220.8,0.17739338977060748,1.0,1147.0,0,normal
3232235855,3232236031,34786,15600,UDP,1554198363588115.8,0.005228840543009872,1.0,58.0,0,normal
3232235971,1968343069,47446,38152,TCP,1554198364183916.5,0.2529315003683359,3.0,1107.0,0,normal
2011792835,878154965,4700,50088,TCP,1554198364541397.0,8.971779427506348,340.0,61422.0,0,normal
1084785091,1976731677,57453,38152,TCP,1554198365355658.2,1.721647868581564,28.0,16326.0,0,normal
3232235971,3232235855,49646,52976,TCP,1554198365360623.2,3.1480505793192046,10.0,22992.0,0,normal
3232235855,3232236031,33773,15600,UDP,1554198365534398.5,0.004103966595312425,1.0,57.0,0,normal
3223847231,3232235928,41055,55863,TCP,1554198365742929.0,3.187449014695937,1881.0,26275.0,0,normal
3232235855,3232236031,33866,15600,UDP,1554198365792579.0,0.004873463222270225,1.0,59.0,0,normal
3232498110,2151612981,43498,48723,UDP,1554198366038346.8,0.010382795155745805,1.0,238.0,0,normal
1671954712,220435061,37159,35553,TCP,1554198366099902.5,36.02736151186963,18.0,40615.0,0,normal
3232235855,3232236031,49673,15600,UDP,1554198366142612.0,0.007886072834471847,1.0,61.0,0,normal
3232235855,3232236031,41352,15600,UDP,1554198366472965.0,0.012416348902811736,1.0,73.0,0,normal
3232235855,3232236031,40454,15600,UDP,1554198367555156.5,0.002297764685835313,1.0,50.0,0,normal
3232498110,2151612981,38375,58321,UDP,1554198367594876.5,0.09479382988649744,1.0,229.0,0,normal
1061404867,365925588,44648,50088,TCP,1554198367852738.8,62166.33470873394,120991.0,9979066.0,0,normal
3232235855,3232236031,52412,15600,UDP,1554198367964769.8,0.021522312095040075,1.0,61.0,0,normal
3232235855,3232236031,58736,15600,UDP,1554198367989594.8,0.0046218844553869145,1.0,71.0,0,normal
1070121416,1436451925,44648,42176,TCP,1554198368240327.5,1523.2178810328949,268.0,129474.0,0,normal
3232235966,2151612981,43498,48723,UDP,1554198368518368.0,0.009096443895892035,1.0,518.0,0,normal
3265790360,220435061,39315,50088,TCP,1554198368561769.2,7.242585800736164,8.0,19504.0,0,normal
3232235855,3232236031,60154,15600,UDP,1554198368637528.2,0.004082902099236564,1.0,55.0,0,normal
3232235855,3232236031,48848,15600,UDP,1554198369188644.0,0.01025904288616597,1.0,55.0,0,normal
1940391195,86217237,38746,35553,TCP,1554198369295391.5,145.276402046842,117.0,13580.0,0,normal
3232235855,3232236031,47520,15600,UDP,1554198370027730.2,0.00603710940733171,1.0,69.0,0,normal
3232235855,3232236031,51738,15600,UDP,1554198370176680.5,0.0014068947523013795,1.0,53.0,0,normal
3232235855,3232236031,48513,15600,UDP,1554198370288393.0,0.0049115454974262285,1.0,62.0,0,normal
3232235855,3232236031,64167,15600,UDP,1554198370437343.2,0.009793569299190395,1.0,73.0,0,normal
3232235855,3232236031,34107,15600,UDP,1554198370449755.8,0.005862710171760988,1.0,49.0,0,normal
3341553948,3224929226,54112,44773,TCP,1554198370484510.8,3871.1946123049743,771.0,53450.0,0,normal
3232235928,220435029,39315,1880,TCP,1554198370699384.2,197.3045001052729,55.0,200723.0,0,normal
3232240062,3221997086,53175,15600,UDP,1554198370943774.0,0.08653764018128274,1.0,722.0,0,normal
3232235855,3232236031,42440,15600,UDP,1554198370985976.5,0.014402366342130213,1.0,76.0,0,normal
3232235855,3232236031,51915,15600,UDP,1554198371194507.0,0.028700585526520106,1.0,92.0,0,normal
3232235855,3232236031,53847,15600,UDP,1554198371338492.2,0.0045382654641294975,1.0,55.0,0,normal
3232235855,3232236031,47039,15600,UDP,1554198371527162.5,0.017187441077951116,1.0,97.0,0,normal
3232235928,166432788,47203,42509,TCP,1554198372279361.0,0.3627532157610423,4.0,514.0,0,normal
3232235855,3232236031,45883,15600,UDP,1554198372311633.5,0.0076408997650272426,1.0,79.0,0,normal
3232235855,3232236031,37778,15600,UDP,1554198372540024.0,0.015403742625222703,1.0,59.0,0,normal
3223847295,3232235928,41055,55863,TCP,1554198372684009.0,28.32522173383841,8702.0,224674.0,0,normal
3223847231,3232235672,49308,55863,TCP,1554198372894305.5,0.18483640538981366,9.0,36591.0,0,normal
3223847295,3232235672,41055,55863,TCP,1554198373279810.0,1.010779488396079,40.0,40585.0,0,normal
3232235855,3232236031,50923,15600,UDP,1554198373366697.5,0.008936319937995041,1.0,58.0,0,normal
3232235855,3232236031,55500,15600,UDP,1554198373902918.5,0.005849436664039143,1.0,68.0,0,normal
3232235806,3232235967,34786,53,UDP,1554198374153651.2,0.0015526069420110922,1.0,74.0,0,normal
3232235975,3232235855,51403,8001,TCP,1554198374250469.0,0.5140952481948831,15.0,17219.0,0,normal
3223847287,3232235928,41055,55863,TCP,1554198374305084.0,46504.82671689973,166151.0,13401683.0,0,normal
3232235928,1227198999,55483,80,TCP,1554198374856199.8,22.07834585614338,3.0,3223.0,0,normal
3232235855,3232236031,47200,15600,UDP,1554198374890954.8,0.003786686963903607,1.0,56.0,0,normal
3232235855,3232236031,58358,15600,UDP,1554198375332840.5,0.002402904326963329,1.0,57.0,0,normal
3232235855,3232236031,13198,15600,UDP,1554198375332840.5,0.010385188304828041,1.0,85.0,0,normal
3232235855,3232236031,57098,15600,UDP,1554198376216611.8,0.003006822874550341,1.0,60.0,0,normal
3232235855,3232236031,63273,15600,UDP,1554198376310947.0,0.020117531504664887,1.0,70.0,0,normal
3232235975,3232235855,46779,49177,TCP,1554198377361046.0,0.21564289555163876,4.0,2514.0,0,normal
3232235975,3232235855,49605,68,TCP,1554198378289502.2,0.31612886023081543,7.0,3427.0,0,normal
1061339336,362779733,64990,35553,TCP,1554198378746283.0,42650.240611765876,21432.0,1051566.0,0,normal
3232235855,3232236031,36776,15600,UDP,1554198378887785.8,0.012623209046813466,1.0,75.0,0,normal
3232235966,2151612981,43498,58321,UDP,1554198379242783.8,0.0037802337079078092,1.0,200.0,0,normal
1070121368,395809877,3292,35553,TCP,1554198379592816.8,6.387705545845589,18.0,27053.0,0,normal
3232235855,3232236031,16623,15600,UDP,1554198379654879.2,0.004484562628257027,1.0,59.0,0,normal
3265331651,225117057,64450,52982,TCP,1554198380200558.0,18711.987021714853,6952.0,983781.0,0,normal
3232235855,3232236031,57167,15600,UDP,1554198380302812.8,0.0035982010525557047,1.0,51.0,0,normal
3232235855,3232236031,52068,15600,UDP,1554198380700013.5,0.0090493258924218,1.0,59.0,0,normal
3232235855,3232236031,53040,15600,UDP,1554198381462142.0,0.0017966376177134258,1.0,48.0,0,normal
3232235855,3232236031,56096,15600,UDP,1554198381906510.2,0.01064402373855411,1.0,57.0,0,normal
3232235855,3232236031,42679,15600,UDP,1554198382370738.2,0.010741830868826073,1.0,59.0,0,normal
3232235855,3232236031,45956,15600,UDP,1554198383078252.0,0.0020539509988632965,1.0,50.0,0,normal
3232235855,3232236031,15622,15600,UDP,1554198383249544.8,0.003593786491491669,1.0,51.0,0,normal
3232235847,3232235855,51403,1900,UDP,1554198383256992.2,2.288211829923461,10.0,13639.0,0,normal
3232235855,3232236031,54379,15600,UDP,1554198383301677.2,0.010771243255527585,1.0,114.0,0,normal
3223847231,3232235672,41055,55863,TCP,1554198383527585.0,323.7149904587736,1133.0,242526.0,0,normal
3232235855,3232236031,41104,15600,UDP,1554198383702559.8,0.00526047351371961,1.0,57.0,0,normal
3232235847,3232235855,41304,15600,UDP,1554198383813073.0,0.06126421938168102,1.0,199.0,0,normal
3232235855,3232236031,45019,15600,UDP,1554198383964505.8,0.008402237530511725,1.0,80.0,0,normal
3232235928,128342409,62145,36638,TCP,1554198384225168.5,5.693238941924862,36.0,45643.0,0,normal
1070121368,395809877,3292,35553,TCP,1554198385566825.8,0.5008862518216517,2.0,109.0,0,normal
3232235855,3232236031,54236,15600,UDP,1554198385957956.2,0.01579542608132445,1.0,82.0,0,normal
1374192064,1972538389,53968,38650,TCP,1554198386042845.2,2.5898363256699617,4.0,533.0,0,normal
3232235855,3232236031,38000,15600,UDP,1554198386223584.0,0.004963230893574089,1.0,62.0,0,normal
1940390296,220434453,57188,35553,TCP,1554198386557129.8,73399.86455278807,141222.0,32546213.0,0,normal
3232235928,1235589655,58444,1880,TCP,1554198387186795.5,2.8671158955610214,3.0,2792.0,0,normal
3232235966,225117313,56586,58321,UDP,1554198387310920.8,0.09415574819359553,1.0,91.0,0,normal
3232235855,3232236031,62511,15600,UDP,1554198387442493.2,0.05581034910539073,1.0,98.0,0,normal
3232235966,225117187,39653,50658,UDP,1554198387551723.5,0.07269716926064372,1.0,282.0,0,normal
1070121368,899650645,44648,35553,TCP,1554198387646058.5,9848.654755690475,13586.0,3287042.0,0,normal
