,srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,label,type
102,3232235855,3232236031,60717,15600,UDP,1554198880000000,0.0,1,63,0,normal
103,3232235855,3232236031,43132,15600,UDP,1554198886000000,0.0,1,63,0,normal
104,3232235928,3232235966,53933,53,UDP,1554198888000000,0.000473,2,652,0,normal
105,3232235971,3232236031,138,138,UDP,1554198890000000,0.0,1,229,0,normal
106,3232235855,3232236031,36285,15600,UDP,1554198898000000,0.0,1,63,0,normal
107,3232235928,3232235966,43624,53,UDP,1554198903000000,0.000753,2,652,0,normal
108,3232235855,3232236031,47828,15600,UDP,1554198904000000,0.0,1,63,0,normal
109,3232235928,3232235966,56666,53,UDP,1554198918000000,0.000573,2,652,0,normal
110,3232235777,3232236031,138,138,UDP,1554198920000000,0.002653,2,908,0,normal
111,3232235855,3232236031,35423,15600,UDP,1554198922000000,0.0,1,63,0,normal
112,3232235855,3232236031,40436,15600,UDP,1554198928000000,0.0,1,63,0,normal
113,3232235928,3232235966,37497,53,UDP,1554198933000000,0.000383,2,652,0,normal
114,3232235855,3232236031,60867,15600,UDP,1554198934000000,0.0,1,63,0,normal
115,3232235855,3232236031,60805,15600,UDP,1554198946000000,0.0,1,63,0,normal
116,3232235928,3232235966,59535,53,UDP,1554198948000000,0.001809,2,652,0,normal
117,3232235855,3232236031,59837,15600,UDP,1554198952000000,0.0,1,63,0,normal
118,3232235855,3232236031,52926,15600,UDP,1554198958000000,0.0,1,63,0,normal
119,3232235970,3232236031,138,138,UDP,1554198961000000,0.00232,2,974,0,normal
120,3232235855,3232236031,42330,15600,UDP,1554198964000000,0.0,1,63,0,normal
121,3232235855,3232236031,51457,15600,UDP,1554198970000000,0.0,1,63,0,normal
122,3232235822,3758096635,5353,5353,UDP,1554198975000000,0.00808,2,400,0,normal
123,3232235855,3232236031,58011,15600,UDP,1554198976000000,0.0,1,63,0,normal
124,3232235928,3232235966,53254,53,UDP,1554198978000000,0.001392,2,652,0,normal
125,3232235855,3232236031,60023,15600,UDP,1554198988000000,0.0,1,63,0,normal
126,3232235928,3232235966,54817,53,UDP,1554198993000000,0.000642,2,652,0,normal
127,3232235855,3232236031,40527,15600,UDP,1554199000000000,0.0,1,63,0,normal
128,3232235855,3232236031,59215,15600,UDP,1554199006000000,0.0,1,63,0,normal
129,3232235928,3232235966,47504,53,UDP,1554199008000000,0.00083,2,652,0,normal
130,3232235855,3232236031,40209,15600,UDP,1554199012000000,0.0,1,63,0,normal
131,3232235855,3232236031,41110,15600,UDP,1554199018000000,0.0,1,63,0,normal
132,3232235928,3232235966,32990,53,UDP,1554199023000000,0.000715,2,652,0,normal
133,3232235855,3232236031,36273,15600,UDP,1554199024000000,0.0,1,63,0,normal
134,3232235855,3232236031,37371,15600,UDP,1554199031000000,0.0,1,63,0,normal
135,3232235855,3232236031,56580,15600,UDP,1554199036000000,0.0,1,63,0,normal
136,3232235928,3232235966,41496,53,UDP,1554199038000000,0.001398,2,652,0,normal
137,3232235855,3232236031,52098,15600,UDP,1554199042000000,0.0,1,63,0,normal
138,3232235855,3232236031,49860,15600,UDP,1554199054000000,0.0,1,63,0,normal
139,3232235855,3232236031,47939,15600,UDP,1554199060000000,0.0,1,63,0,normal
140,3232235928,3232235966,49963,53,UDP,1554199068000000,0.000318,2,652,0,normal
141,3232235855,3232236031,57760,15600,UDP,1554199072000000,0.0,1,63,0,normal
142,3232235855,3232236031,51510,15600,UDP,1554199079000000,0.0,1,63,0,normal
143,3232235928,3232235966,49127,53,UDP,1554199083000000,0.000778,2,652,0,normal
144,3232235855,3232236031,43870,15600,UDP,1554199090000000,0.0,1,63,0,normal
145,3232235855,3232236031,34696,15600,UDP,1554199096000000,0.0,1,63,0,normal
146,3232235928,3232235966,48478,53,UDP,1554199098000000,0.000448,2,652,0,normal
147,3232235855,3232236031,38516,15600,UDP,1554199102000000,0.0,1,63,0,normal
148,3232235909,3758096635,5353,5353,UDP,1554199107000000,3.992126,3,786,0,normal
149,3232235855,3232236031,38558,15600,UDP,1554199108000000,0.0,1,63,0,normal
150,3232235928,3232235966,37311,53,UDP,1554199113000000,0.000495,2,652,0,normal
151,3232235855,3232236031,59519,15600,UDP,1554199114000000,0.0,1,63,0,normal
152,3232235855,3232236031,53633,15600,UDP,1554199126000000,0.0,1,63,0,normal
153,3232235928,3232235966,59964,53,UDP,1554199128000000,0.000422,2,652,0,normal
154,3232235855,3232236031,41696,15600,UDP,1554199132000000,0.0,1,63,0,normal
155,3232235855,3232236031,57762,15600,UDP,1554199138000000,0.0,1,63,0,normal
156,3232235928,3232235966,35840,53,UDP,1554199143000000,0.000406,2,652,0,normal
157,3232235855,3232236031,49919,15600,UDP,1554199150000000,0.0,1,63,0,normal
158,3232235855,3232236031,57430,15600,UDP,1554199156000000,0.0,1,63,0,normal
159,3232235855,3232236031,40499,15600,UDP,1554199162000000,0.0,1,63,0,normal
160,3232235855,3232236031,43468,15600,UDP,1554199168000000,0.0,1,63,0,normal
161,3232235928,3232235966,35413,53,UDP,1554199173000000,0.000788,2,652,0,normal
162,3232235855,3232236031,41542,15600,UDP,1554199174000000,0.0,1,63,0,normal
163,3232235966,3758096635,5353,5353,UDP,1554199178000000,0.0,1,73,0,normal
164,3232235855,3232236031,38432,15600,UDP,1554199180000000,0.0,1,63,0,normal
165,3232235909,3758096635,5353,5353,UDP,1554199186000000,3.991139,3,786,0,normal
166,3232235928,3232235966,54837,53,UDP,1554199188000000,0.000492,2,652,0,normal
167,3232235855,3232236031,44623,15600,UDP,1554199192000000,0.0,1,63,0,normal
168,3232235855,3232236031,57316,15600,UDP,1554199198000000,0.0,1,63,0,normal
169,3232235928,3232235966,55386,53,UDP,1554199203000000,0.2369300000000001,2,652,0,normal
170,3232235855,3232236031,52441,15600,UDP,1554199204000000,0.0,1,63,0,normal
171,3232235855,3232236031,41095,15600,UDP,1554199210000000,0.0,1,63,0,normal
172,3232235855,3232236031,52108,15600,UDP,1554199216000000,0.0,1,63,0,normal
173,3232235928,3232235966,35420,53,UDP,1554199218000000,0.000557,2,652,0,normal
174,3232235855,3232236031,59797,15600,UDP,1554199222000000,0.0,1,63,0,normal
175,3232235855,3232236031,45966,15600,UDP,1554199228000000,0.0,1,63,0,normal
176,3232235928,3232235966,39560,53,UDP,1554199233000000,0.000452,2,652,0,normal
177,3232235855,3232236031,39365,15600,UDP,1554199235000000,0.0,1,63,0,normal
178,3232235855,3232236031,41623,15600,UDP,1554199240000000,0.0,1,63,0,normal
179,3232235855,3232236031,37697,15600,UDP,1554199246000000,0.0,1,63,0,normal
180,3232235928,3232235966,42596,53,UDP,1554199248000000,0.000576,2,652,0,normal
181,3232235855,3232236031,51888,15600,UDP,1554199252000000,0.0,1,63,0,normal
182,3232235855,3232236031,47465,15600,UDP,1554199258000000,0.0,1,63,0,normal
183,3232235928,3232235966,39199,53,UDP,1554199263000000,0.000549,2,652,0,normal
184,3232235855,3232236031,49997,15600,UDP,1554199270000000,0.0,1,63,0,normal
185,3232235855,3232236031,34842,15600,UDP,1554199276000000,0.0,1,63,0,normal
186,3232235928,3232235966,54102,53,UDP,1554199278000000,0.000535,2,652,0,normal
187,3232235855,3232236031,50420,15600,UDP,1554199283000000,0.0,1,63,0,normal
188,3232236026,3758096635,5353,5353,UDP,1554199288000000,13.004968,4,1008,0,normal
189,3232235855,3232236031,49071,15600,UDP,1554199288000000,0.0,1,63,0,normal
190,3232235855,3232236031,46105,15600,UDP,1554199300000000,0.0,1,63,0,normal
191,3232235855,3232236031,48035,15600,UDP,1554199306000000,0.0,1,63,0,normal
192,3232235909,3758096635,5353,5353,UDP,1554199307000000,0.0,1,77,0,normal
193,3232235928,3232235966,57027,53,UDP,1554199308000000,0.00056,2,652,0,normal
194,3232235855,3232236031,56942,15600,UDP,1554199312000000,0.0,1,63,0,normal
195,3232235855,3232236031,58433,15600,UDP,1554199318000000,0.0,1,63,0,normal
196,3232235928,3232235966,39548,53,UDP,1554199323000000,0.000559,2,652,0,normal
197,3232235855,3232236031,42741,15600,UDP,1554199324000000,0.0,1,63,0,normal
198,3232236026,3758096635,5353,5353,UDP,1554199328000000,0.0,1,140,0,normal
199,3232235855,3232236031,50260,15600,UDP,1554199330000000,0.0,1,63,0,normal
200,3232235909,3758096635,5353,5353,UDP,1554199330000000,13.107604,7,896,0,normal
201,3232235855,3232236031,48097,15600,UDP,1554199336000000,0.0,1,63,0,normal
202,3232235928,3232235966,54424,53,UDP,1554199338000000,0.000511,2,652,0,normal
203,3232235855,3232236031,33069,15600,UDP,1554199342000000,0.0,1,63,0,normal
204,3232235855,3232236031,59805,15600,UDP,1554199348000000,0.0,1,63,0,normal
205,3232235928,3232235966,44209,53,UDP,1554199353000000,0.000466,2,652,0,normal
206,3232235855,3232236031,36636,15600,UDP,1554199360000000,0.0,1,63,0,normal
207,3232235855,3232236031,46095,15600,UDP,1554199367000000,0.0,1,63,0,normal
208,3232235928,3232235966,58827,53,UDP,1554199368000000,0.0005809999999999,2,652,0,normal
209,3232235928,875061861,47290,443,TCP,1554199375000000,0.219159,2,166,0,normal
210,3232235969,3232236031,138,138,UDP,1554199377000000,0.0,1,236,0,normal
211,3232235928,3232235966,45609,53,UDP,1554199383000000,0.000434,2,652,0,normal
212,3232235855,3232236031,52591,15600,UDP,1554199384000000,0.0,1,63,0,normal
213,3232235855,3232236031,33428,15600,UDP,1554199390000000,0.0,1,63,0,normal
214,3232235928,3232235966,53297,53,UDP,1554199398000000,0.000636,2,652,0,normal
215,3232235855,3232236031,36530,15600,UDP,1554199402000000,0.0,1,63,0,normal
216,3232236026,3758096635,5353,5353,UDP,1554199409000000,0.0,1,111,0,normal
217,3232235855,3232236031,49677,15600,UDP,1554199414000000,0.0,1,63,0,normal
218,3232235855,3232236031,46202,15600,UDP,1554199420000000,0.0,1,63,0,normal
219,3232235855,3232236031,38667,15600,UDP,1554199427000000,0.0,1,63,0,normal
220,3232235928,3232235966,48687,53,UDP,1554199428000000,0.00054,2,652,0,normal
221,3232235855,3232236031,36428,15600,UDP,1554199432000000,0.0,1,63,0,normal
222,3232235855,3232236031,47036,15600,UDP,1554199438000000,0.0,1,63,0,normal
223,3232235928,3232235966,50662,53,UDP,1554199443000000,0.000554,2,652,0,normal
224,3232235855,3232236031,54328,15600,UDP,1554199445000000,0.0,1,63,0,normal
225,3232235855,3232236031,39688,15600,UDP,1554199450000000,0.0,1,63,0,normal
226,3232235855,3232236031,36675,15600,UDP,1554199457000000,0.0,1,63,0,normal
227,3232235928,3232235966,44607,53,UDP,1554199458000000,0.000524,2,652,0,normal
228,3232235855,3232236031,41493,15600,UDP,1554199462000000,0.0,1,63,0,normal
229,3232235822,3758096635,5353,5353,UDP,1554199471000000,0.0081409999999999,2,400,0,normal
230,3232235855,3232236031,56969,15600,UDP,1554199475000000,0.0,1,63,0,normal
231,3232235855,3232236031,46244,15600,UDP,1554199487000000,0.0,1,63,0,normal
232,3232235928,3232235966,47620,53,UDP,1554199488000000,0.000507,2,652,0,normal
233,3232235855,3232236031,48430,15600,UDP,1554199493000000,0.0,1,63,0,normal
234,3232235969,3232236031,138,138,UDP,1554199495000000,0.0,1,229,0,normal
235,3232235928,3232235966,35912,53,UDP,1554199503000000,0.000518,2,652,0,normal
236,3232235855,3232236031,53438,15600,UDP,1554199504000000,0.0,1,63,0,normal
237,3232235855,3232236031,35805,15600,UDP,1554199511000000,0.0,1,63,0,normal
238,3232235855,3232236031,42023,15600,UDP,1554199517000000,0.0,1,63,0,normal
239,3232235928,3232235966,58368,53,UDP,1554199518000000,0.001004,2,652,0,normal
240,3232235855,3232236031,44137,15600,UDP,1554199529000000,0.0,1,63,0,normal
241,3232235928,3232235966,41521,53,UDP,1554199533000000,0.000397,2,652,0,normal
242,3232235855,3232236031,53258,15600,UDP,1554199534000000,0.0,1,63,0,normal
243,3232235855,3232236031,59741,15600,UDP,1554199540000000,0.0,1,63,0,normal
244,3232235855,3232236031,46815,15600,UDP,1554199547000000,0.0,1,63,0,normal
245,3232235928,3232235966,43888,53,UDP,1554199548000000,0.000538,2,652,0,normal
246,3232235928,3232235966,43192,53,UDP,1554199563000000,0.00164,2,652,0,normal
247,3232235855,3232236031,50035,15600,UDP,1554199577000000,0.0,1,63,0,normal
248,3232235928,3232235966,51088,53,UDP,1554199578000000,0.000593,2,652,0,normal
249,3232235855,3232236031,56305,15600,UDP,1554199582000000,0.0,1,63,0,normal
250,3232235855,3232236031,59410,15600,UDP,1554199589000000,0.0,1,63,0,normal
251,3232235855,3232236031,37366,15600,UDP,1554199600000000,0.0,1,63,0,normal
252,3232235928,3232235966,38404,53,UDP,1554199608000000,0.001062,2,652,0,normal
253,3232235971,3232236031,138,138,UDP,1554199612000000,0.0,1,229,0,normal
254,3232235928,3232235966,56237,53,UDP,1554199623000000,0.000491,2,652,0,normal
255,3232235855,3232236031,59150,15600,UDP,1554199625000000,0.0,1,63,0,normal
256,3232235855,3232236031,33825,15600,UDP,1554199630000000,0.0,1,63,0,normal
257,3232235968,3758096635,5353,5353,UDP,1554199633000000,0.0,1,73,0,normal
258,3232235928,3232235966,35486,53,UDP,1554199638000000,0.000414,2,652,0,normal
259,3232235777,3232236031,138,138,UDP,1554199642000000,0.002456,2,908,0,normal
260,3232235855,3232236031,44789,15600,UDP,1554199642000000,0.0,1,63,0,normal
261,3232235855,3232236031,56310,15600,UDP,1554199649000000,0.0,1,63,0,normal
262,3232235928,3232235966,44456,53,UDP,1554199653000000,0.000551,2,652,0,normal
263,3232235855,3232236031,34598,15600,UDP,1554199654000000,0.0,1,63,0,normal
264,3232235855,3232236031,57901,15600,UDP,1554199667000000,0.0,1,63,0,normal
265,3232235928,3232235966,50452,53,UDP,1554199668000000,0.000615,2,652,0,normal
266,3232235855,3232236031,56564,15600,UDP,1554199672000000,0.0,1,63,0,normal
267,3232235928,875061861,47290,443,TCP,1554199675000000,900.916616,10,834,0,normal
268,3232235855,3232236031,53121,15600,UDP,1554199679000000,0.0,1,63,0,normal
269,3232235928,3232235966,48643,53,UDP,1554199683000000,0.000551,2,652,0,normal
270,3232235855,3232236031,38978,15600,UDP,1554199684000000,0.0,1,63,0,normal
271,3232235855,3232236031,56478,15600,UDP,1554199691000000,0.0,1,63,0,normal
272,3232235970,3232236031,138,138,UDP,1554199696000000,0.003665,2,974,0,normal
273,3232235855,3232236031,58547,15600,UDP,1554199697000000,0.0,1,63,0,normal
274,3232235928,3232235966,36429,53,UDP,1554199698000000,0.0005769999999999,2,652,0,normal
275,3232235855,3232236031,46780,15600,UDP,1554199702000000,0.0,1,63,0,normal
276,3232235855,3232236031,57692,15600,UDP,1554199709000000,0.0,1,63,0,normal
277,3232235969,3232236031,137,137,UDP,1554199710000000,1.536057,3,384,0,normal
278,3232235928,3232235966,49782,53,UDP,1554199713000000,0.000548,2,652,0,normal
279,3232235855,3232236031,35031,15600,UDP,1554199714000000,0.0,1,63,0,normal
280,3232235855,3232236031,51054,15600,UDP,1554199721000000,0.0,1,63,0,normal
281,3232235855,3232236031,54750,15600,UDP,1554199727000000,0.0,1,63,0,normal
282,3232235928,3232235966,55382,53,UDP,1554199728000000,0.000611,2,652,0,normal
283,3232235855,3232236031,43426,15600,UDP,1554199732000000,0.0,1,63,0,normal
284,3232235855,3232236031,48859,15600,UDP,1554199739000000,0.0,1,63,0,normal
285,3232235855,3232236031,39700,15600,UDP,1554199751000000,0.0,1,63,0,normal
286,3232235928,3232235966,34902,53,UDP,1554199758000000,0.000569,2,652,0,normal
287,3232235855,3232236031,55196,15600,UDP,1554199762000000,0.0,1,63,0,normal
288,3232235855,3232236031,49624,15600,UDP,1554199775000000,0.0,1,63,0,normal
289,3232235855,3232236031,56283,15600,UDP,1554199781000000,0.0,1,63,0,normal
290,3232235855,3232236031,59711,15600,UDP,1554199787000000,0.0,1,63,0,normal
291,3232235928,3232235966,44937,53,UDP,1554199788000000,0.000451,2,652,0,normal
292,3232235855,3232236031,54671,15600,UDP,1554199792000000,0.0,1,63,0,normal
293,3232235855,3232236031,43846,15600,UDP,1554199799000000,0.0,1,63,0,normal
294,3232235855,3232236031,55726,15600,UDP,1554199805000000,0.0,1,63,0,normal
295,3232235855,3232236031,45177,15600,UDP,1554199817000000,0.0,1,63,0,normal
296,3232235928,3232235966,58615,53,UDP,1554199818000000,0.000584,2,652,0,normal
297,3232235928,3232235966,54302,53,UDP,1554199821000000,0.683062,2,1004,0,normal
298,3232235928,3232235966,60566,53,UDP,1554199822000000,0.091228,2,982,0,normal
299,3232235928,874764226,53896,443,TCP,1554199822000000,61.377499,12,6088,0,normal
300,3232235855,3232236031,56901,15600,UDP,1554199829000000,0.0,1,63,0,normal
301,3232235968,3232235928,8,0,ICMP,1554199834000000,10.037018,18,2520,0,normal
302,3232235928,3232235928,3,1,ICMP,1554199837000000,5e-06,4,784,0,normal
303,3232235855,3232236031,59024,15600,UDP,1554199841000000,0.0,1,63,0,normal
304,3232235928,3232235966,41326,53,UDP,1554199848000000,0.000457,2,652,0,normal
305,3232235855,3232236031,40801,15600,UDP,1554199859000000,0.0,1,63,0,normal
306,3232235928,3232235966,47659,53,UDP,1554199863000000,0.0006,2,652,0,normal
307,3232235855,3232236031,58050,15600,UDP,1554199877000000,0.0,1,63,0,normal
308,3232235855,3232236031,45151,15600,UDP,1554199883000000,0.0,1,63,0,normal
309,3232235928,3232235966,34707,53,UDP,1554199893000000,0.000418,2,652,0,normal
310,3232235855,3232236031,37072,15600,UDP,1554199895000000,0.0,1,63,0,normal
311,3232235855,3232236031,33742,15600,UDP,1554199907000000,0.0,1,63,0,normal
312,3232235928,3232235966,33840,53,UDP,1554199908000000,0.000404,2,652,0,normal
313,3232235855,3232236031,33780,15600,UDP,1554199913000000,0.0,1,63,0,normal
314,3232235855,3232236031,41630,15600,UDP,1554199919000000,0.0,1,63,0,normal
315,3232235928,3232235966,59313,53,UDP,1554199923000000,0.000508,2,652,0,normal
316,3232236026,3758096635,5353,5353,UDP,1554199930000000,3.892774,3,756,0,normal
317,3232235855,3232236031,50402,15600,UDP,1554199931000000,0.0,1,63,0,normal
318,3232235855,3232236031,48758,15600,UDP,1554199936000000,0.0,1,63,0,normal
319,3232235928,3232235966,37702,53,UDP,1554199938000000,0.000562,2,652,0,normal
320,3232235909,3758096635,5353,5353,UDP,1554199939000000,13.006847,4,1048,0,normal
321,3232235855,3232236031,51180,15600,UDP,1554199943000000,0.0,1,63,0,normal
322,3232235855,3232236031,47030,15600,UDP,1554199949000000,0.0,1,63,0,normal
323,3232235928,3232235966,39678,53,UDP,1554199953000000,0.000435,2,652,0,normal
324,3232235855,3232236031,44169,15600,UDP,1554199954000000,0.0,1,63,0,normal
325,3232235928,3232235966,34151,53,UDP,1554199955000000,0.578404,2,1344,0,normal
326,3232235855,3232236031,38957,15600,UDP,1554199961000000,0.0,1,63,0,normal
327,3232235855,3232236031,37445,15600,UDP,1554199967000000,0.0,1,63,0,normal
328,3232235909,3758096635,5353,5353,UDP,1554199979000000,0.0,1,145,0,normal
329,3232235928,3232235966,37634,53,UDP,1554199983000000,0.000405,2,652,0,normal
